hi193161217450311680b1000,0.0,0.2399926643296547
hi193161209061711872b1000,0.0,0.22630632500496778
hi193161217475489792b1000,0.0,0.3559915924063217
hi193161209053331457b1000,0.0,0.3248906412293258
hi193161213260201984b1000,0.0,0.25846429785763647
hi193161217462894592b1000,0.0,0.30607193720033016
hi193161204896772096b1000,0.0,0.42872576884219016
hi193161200694071296b1000,0.0,0.20915503940365768
hi193161221661405184b1000,0.041666666666666664,0.35138271920009895
hi193161204896772097b1000,0.0,0.5099524480460261
hi193161217475485697b1000,0.0,0.34364775042830675
hi193161225843130369b1000,0.0,0.28421539076393276
hi193161213260210176b1000,0.045454545454545456,0.23224800553307512
hi193161213272788992b1000,0.0,0.21034861121925924
hi193161204871593984b1000,0.0,0.33665106239943765
hi193161217446117376b1000,0.0,0.7054915716040032
hi193161200694071297b1000,0.0,0.23830505323587067
hi193161221648818176b1000,0.025,0.25076597985285765
hi193161209070104576b1000,0.0,0.38223388001179204
hi193161196478799874b1000,0.06666666666666667,0.44687537808193944
hi193161204884185090b1000,0.0,0.2590654258249831
hi193161204871602176b1000,0.047619047619047616,0.30814561273282065
hi193161225830543361b1000,0.25,0.23476816221445823
hi193161213268590593b1000,0.06666666666666667,0.47173394100681554
hi193161213247627264b1000,0.045454545454545456,0.270510603351229
hi193161217458704384b1000,0.02857142857142857,0.2432329980138224
hi193161196495585280b1000,0.0,0.28097689775282364
hi193161213281173506b1000,0.038461538461538464,0.4480326503346582
hi193161213276983298b1000,0.0,0.3293999273508021
hi193161221657214976b1000,0.0,0.3137095341453215
hi193161213264412673b1000,0.0,0.45553133037730936
hi193161204892581888b1000,0.0,0.4117887998830818
hi193161204884176897b1000,0.0,0.3881518885630709
hi193161209070104577b1000,0.0,0.24468640247813137
hi193161221636243457b1000,0.0,0.47985516531086087
hi193161221669781504b1000,0.0,0.2426671794485889
hi193161204884176898b1000,0.0,0.3523218519694327
hi193161221640437760b1000,0.0,0.3385179778381489
hi193161196495577089b1000,0.0,0.3011928449099858
hi193161225855705088b1000,0.0,0.3002266575853568
hi193161225855709185b1000,0.0,0.22409522920793462
hi193161213256007680b1000,0.0,0.5033403642182362
hi193161196478791680b1000,0.0,0.4205094498753856
hi193161204888387584b1000,0.0,0.41441881815483006
hi193161209078497280b1000,0.0,0.28200949690243265
hi193161221657206784b1000,0.0,0.39945138955973897
hi193161213281173505b1000,0.0,0.21402652546090964
hi193161200668909569b1000,0.09523809523809523,0.3126109821286993
hi193161221657214977b1000,0.05,0.37315799363047975
hi193161221653020673b1000,0.05555555555555555,0.4959102556576962
so2b1000t10i0,0.047619047619047616,0.3200740109146714
so2b1000t10i1,0.07407407407407407,0.4574381703752209
so2b1000t10i2,0.0,0.33248232606682104
so2b1000t10i3,0.034482758620689655,0.27878259224069385
so2b1000t10i4,0.0,0.4359279142282094
so2b1000t10i5,0.05,0.2895376891398095
so2b1000t10i6,0.0,0.40593725979676265
so2b1000t10i7,0.06666666666666667,0.27608463111633735
so2b1000t10i8,0.04,0.31475075084662996
so2b1000t10i9,0.08333333333333333,0.4237435328365009
so2b1000t10i10,0.03225806451612903,0.26705397886282484
so2b1000t10i11,0.05,0.24009725242402125
so2b1000t10i12,0.08333333333333333,0.35159278734948896
so2b1000t10i13,0.13333333333333333,0.7065322720341648
so2b1000t10i14,0.041666666666666664,0.22005669779200374
so2b1000t10i15,0.09090909090909091,0.3564997550756004
so2b1000t10i16,0.08333333333333333,0.430222641338983
so2b1000t10i17,0.12,0.4878952654500927
so2b1000t10i18,0.17391304347826086,0.6341409778391337
so2b1000t10i19,0.0,0.25486075406600095
so2b1000t10i20,0.0,0.5658111887868759
so2b1000t10i21,0.047619047619047616,0.5195147482828785
so2b1000t10i22,0.07142857142857142,0.4305867884458583
so2b1000t10i23,0.1,0.27334945028464236
so2b1000t10i24,0.10526315789473684,0.5857364658663418
so2b1000t10i25,0.0,0.37611202380048203
so2b1000t10i26,0.0975609756097561,0.36597739671498114
so2b1000t10i27,0.0,1.0
so2b1000t10i28,0.03125,0.2841087115171395
so2b1000t10i29,0.04,0.3799199920531172
so2b1000t10i30,0.03333333333333333,0.27885364640063526
so2b1000t10i31,0.043478260869565216,0.3134211987045874
so2b1000t10i32,0.07142857142857142,0.6410101486758222
so2b1000t10i33,0.15789473684210525,0.3728402917639973
so2b1000t10i34,0.0,0.3349257155460939
so2b1000t10i35,0.037037037037037035,0.33405311726681036
so2b1000t10i36,0.06666666666666667,0.2954692834155122
so2b1000t10i37,0.07317073170731707,0.27355180602247814
so2b1000t10i38,0.0,0.33971390920807326
so2b1000t10i39,0.037037037037037035,0.3222261860107782
so2b1000t10i40,0.1,0.2785678049454874
so2b1000t10i41,0.18181818181818182,0.5397509483300355
so2b1000t10i42,0.0,0.6144485958769338
so2b1000t10i43,0.0,0.48446055430469903
so2b1000t10i44,0.1111111111111111,0.3631116929124955
so2b1000t10i45,0.0,0.31558811758217964
so2b1000t10i46,0.0,0.3430647940782778
so2b1000t10i47,0.058823529411764705,0.44395635947225576
so2b1000t10i48,0.034482758620689655,0.35632263889772375
so2b1000t10i49,0.05555555555555555,0.3803067657941756
so2b1000t25i0,0.0625,0.3697085302608062
so2b1000t25i1,0.0,0.29338708898155325
so2b1000t25i2,0.03225806451612903,0.2913518448268281
so2b1000t25i3,0.09090909090909091,0.31183301131154345
so2b1000t25i4,0.125,0.5984470980150901
so2b1000t25i5,0.037037037037037035,0.20723245359066678
so2b1000t25i6,0.125,0.3642921268939718
so2b1000t25i7,0.043478260869565216,0.32361362925013615
so2b1000t25i8,0.02857142857142857,0.23248172374258172
so2b1000t25i9,0.16129032258064516,0.5174452575114683
so2b1000t25i10,0.1111111111111111,0.4520202864015485
so2b1000t25i11,0.0392156862745098,0.2219878716966449
so2b1000t25i12,0.07692307692307693,0.33985287094057487
so2b1000t25i13,0.06818181818181818,0.31680438577506626
so2b1000t25i14,0.03225806451612903,0.26787626807385767
so2b1000t25i15,0.045454545454545456,0.3723271459804157
so2b1000t25i16,0.034482758620689655,0.2988030789155367
so2b1000t25i17,0.0625,0.28722931642342275
so2b1000t25i18,0.0,0.3231211271928586
so2b1000t25i19,0.09090909090909091,0.2686701436818742
so2b1000t25i20,0.06896551724137931,0.34993028397522685
so2b1000t25i21,0.12195121951219512,0.3747252433360458
so2b1000t25i22,0.07692307692307693,0.2379484707619253
so2b1000t25i23,0.0,0.3393920097931309
so2b1000t25i24,0.06666666666666667,0.40824889471386355
so2b1000t25i25,0.0,0.3798183524764827
so2b1000t25i26,0.06896551724137931,0.3196676290507097
so2b1000t25i27,0.03125,0.27326838749686866
so2b1000t25i28,0.038461538461538464,0.29539880712183647
so2b1000t25i29,0.058823529411764705,0.30321882317541193
so2b1000t25i30,0.03225806451612903,0.3469129292309653
so2b1000t25i31,0.0,0.29729378131180945
so2b1000t25i32,0.0,0.28922457386451406
so2b1000t25i33,0.05555555555555555,0.328858944918278
so2b1000t25i34,0.1,0.5766349561920644
so2b1000t25i35,0.07407407407407407,0.34938836446271176
so2b1000t25i36,0.03571428571428571,0.48748179962735383
so2b1000t25i37,0.09090909090909091,0.391048359203006
so2b1000t25i38,0.08333333333333333,0.35538642494552813
so2b1000t25i39,0.0,0.40512205591710915
so2b1000t25i40,0.0,0.39602329458555485
so2b1000t25i41,0.09090909090909091,0.5084363881484876
so2b1000t25i42,0.06666666666666667,0.23360068700015585
so2b1000t25i43,0.0,0.35110135988573715
so2b1000t25i44,0.05,0.23654818040555442
so2b1000t25i45,0.13333333333333333,0.3290613023840181
so2b1000t25i46,0.07142857142857142,0.4534626448783923
so2b1000t25i47,0.045454545454545456,0.255442771296111
so2b1000t25i48,0.5,0.6451809138114313
so2b1000t25i49,0.05263157894736842,0.4620582312043472
so2b1000t50i0,0.07142857142857142,0.4479002344802536
so2b1000t50i1,0.0,0.5111481653659367
so2b1000t50i2,0.0,0.4284330336627996
so2b1000t50i3,0.07407407407407407,0.3936402805505041
so2b1000t50i4,0.0,0.2789907493410539
